latitude,longitude,zip_code
40.67086043,-73.89403836,11207
40.62263377,-74.03071208,11209
40.62796466,-73.94621453,11210
40.66291732,-73.91303449,11212
40.6711575,-73.93641946,11213
40.59843743,-73.99616037,11214
40.6625653,-73.98361908,11215
40.68083721,-73.94920364,11216
40.6824071,-73.97935371,11217
40.64318196,-73.97635709,11218
40.63274753,-73.99664445,11219
40.64111368,-74.01653369,11220
40.69138656,-73.92798212,11221
40.59707451,-73.97346274,11223
40.57655916,-73.9888114,11224
40.66380232,-73.95545064,11225
40.64762238,-73.95842932,11226
40.61628505,-74.01367192,11228
40.60062673,-73.94464633,11229
40.62201494,-73.96504923,11230
40.67855156,-74.00449419,11231
40.65617032,-74.00567804,11232
40.67826286,-73.91970705,11233
40.60605521,-73.9109855,11234
40.58394381,-73.94865492,11235
40.6390364,-73.90017529,11236
40.68046026,-73.96357188,11238
40.64810346,-73.87212643,11239
40.6935,-73.9905,11241
40.6933,-73.9906,11242
40.686008,-73.977623,11243
40.6943,-73.9886,11245
40.6802,-73.9465,11247
40.6992,-73.9725,11251
40.6089,-74.0274,11252
40.70226383,-73.88811129,11385
40.7006,-73.8966,11386
40.75016025,-73.99674632,10001
40.71584983,-73.98595091,10002
40.73173505,-73.9890285,10003
40.7047,-74.0127,10004
40.70459851,-74.01076205,10005
40.70844965,-74.01328477,10006
40.71362434,-74.00816867,10007
40.7124,-74.0099,10008
40.72652382,-73.97876787,10009
40.73911408,-73.98309858,10010
40.74090687,-73.99965002,10011
40.7255268,-73.99812237,10012
40.72040846,-74.00529364,10013
40.73411421,-74.00658645,10014
40.74493843,-73.97850359,10016
40.75192161,-73.97259594,10017
40.75525479,-73.996136,10018
40.76609342,-73.98447824,10019
40.75921621,-73.98055663,10020
40.77013807,-73.9601391,10021
40.75856161,-73.96794275,10022
40.77544973,-73.9813875,10023
40.78596257,-73.97675977,10024
40.79742409,-73.96692998,10025
40.80155798,-73.95316922,10026
40.81099919,-73.95466491,10027
40.78032265,-73.96122125,10028
40.79196496,-73.94530442,10029
40.81826128,-73.94306913,10030
40.8248186,-73.95036246,10031
40.80573665,-73.93921167,10035
40.75973625,-73.99040726,10036
40.81330556,-73.93728145,10037
40.70975398,-74.00203602,10038
40.82642852,-73.937659,10039
40.702408,-74.010005,10041
40.7047,-74.0069,10043
40.76218863,-73.94970966,10044
40.70823181,-74.00835984,10045
40.7587,-73.9736,10055
40.7431,-73.9918,10060
40.76576264,-73.9646598,10065
40.77643304,-73.98985392,10069
40.77324768,-73.95625757,10075
40.7145,-74.0155,10080
40.7077,-74.0092,10081
40.753,-73.9749,10087
40.7107,-74,10090
40.7637,-73.9857,10101
40.7637,-73.9858,10102
40.760783,-73.977675,10103
40.7604,-73.9797,10104
40.763309,-73.979787,10105
40.765904,-73.981427,10106
40.766166,-73.982573,10107
40.7574,-73.9908,10108
40.7578,-73.9912,10109
40.75416115,-73.98180364,10110
40.75911486,-73.97759758,10111
40.759168,-73.979668,10112
40.7412,-73.9983,10113
40.7355,-73.9938,10114
40.810851,-73.963742,10115
40.811,-73.9531,10116
40.7496,-73.9916,10117
40.7481,-73.9857,10118
40.7509498,-73.99190358,10119
40.750087,-73.989516,10120
40.75030972,-73.99297858,10121
40.7511,-73.9913,10122
40.7509,-73.9904,10123
40.7587,-73.9727,10124
40.7545,-73.9993,10125
40.7585,-73.9684,10126
40.78164132,-73.95065772,10128
40.7537,-73.9893,10129
40.75,-73.9941,10130
40.7706,-73.964,10131
40.7855,-73.9804,10132
40.7776,-73.9752,10133
40.7504,-73.9829,10138
40.7582,-73.9687,10150
40.7628,-73.9735,10151
40.758403,-73.97203,10152
40.763805,-73.972845,10153
40.757779,-73.972487,10154
40.760928,-73.968087,10155
40.7468,-73.9768,10156
40.7463,-73.9838,10157
40.74899,-73.975176,10158
40.7392,-73.9841,10159
40.7424,-73.9866,10160
40.76898999,-73.94961142,10162
40.753,-73.9749,10163
40.7529,-73.975,10164
40.7519821,-73.9780273,10165
40.75308505,-73.97695827,10166
40.75487085,-73.97497226,10167
40.75167305,-73.97729327,10168
40.75450933,-73.97634513,10169
40.75239907,-73.97615346,10170
40.75590307,-73.97386509,10171
40.75527241,-73.97431315,10172
40.7538,-73.9786,10173
40.751779,-73.975281,10174
40.754128,-73.979363,10175
40.75538,-73.97845,10176
40.75498107,-73.97588453,10177
40.7508,-73.9785,10178
40.7558,-73.9771,10179
40.7574,-73.9908,10185
40.75149868,-73.9958222,10199
40.7142,-74.0064,10203
40.7374,-73.9859,10211
40.7142,-74.0064,10212
40.7173,-74.0068,10213
40.7123,-74.01,10242
40.7123,-74.0099,10249
40.7094,-74.0122,10256
40.7142,-74.0064,10258
40.753,-73.9749,10259
40.7069,-74.0103,10260
40.753,-73.9749,10261
40.7053,-74.0081,10265
40.7055,-74.007,10268
40.7045,-74.0074,10269
40.7055,-74.007,10270
40.708211,-74.010528,10271
40.7085,-74.0021,10272
40.7088,-74.0025,10273
40.7055,-74.0133,10274
40.7031,-74.0132,10275
40.7318,-73.9902,10276
40.7148,-74.0044,10277
40.7147,-74.0042,10278
40.712629,-74.008669,10279
40.70729572,-74.01727571,10280
40.71185694,-74.0153098,10281
40.71613542,-74.01513028,10282
40.7119,-74.0144,10285
40.7076,-74.0115,10286
40.80506844,-73.91760261,10454
40.83896335,-73.94282665,10032
40.84805663,-73.93634005,10033
40.86774,-73.92110745,10034
40.8579737,-73.92979673,10040
40.82064911,-73.92473684,10451
40.83762634,-73.92414605,10452
40.85234502,-73.91365084,10453
40.81478161,-73.90849858,10455
40.82992636,-73.90818254,10456
40.84545773,-73.89854398,10457
40.86292316,-73.88580329,10458
40.82535322,-73.89338945,10459
40.84257951,-73.87899885,10460
40.8473249,-73.84041874,10461
40.84266307,-73.85798723,10462
40.88116761,-73.90572585,10463
40.8468852,-73.78662492,10464
40.82818713,-73.82212011,10465
40.89107666,-73.84616003,10466
40.87858579,-73.8718309,10467
40.86810416,-73.8998216,10468
40.86834105,-73.8466659,10469
40.8998405,-73.87166556,10470
40.89960216,-73.89965621,10471
40.82985224,-73.86966395,10472
40.81807667,-73.858845,10473
40.87143057,-73.81278109,10475
41.01158953,-73.84156381,10502
41.0263,-73.8743,10503
41.01239835,-73.86461415,10522
41.06095599,-73.82040013,10523
40.97837904,-73.72316008,10528
41.02338241,-73.80773112,10530
41.03947993,-73.85699102,10533
40.93757665,-73.75684029,10538
40.95220758,-73.73618352,10543
40.9060081,-73.83490129,10550
40.9008,-73.8228,10551
40.92459647,-73.82631443,10552
40.90914759,-73.82088391,10553
41.01912155,-73.67881921,10573
41.03697679,-73.71461734,10577
40.97894983,-73.6926897,10580
40.9892281,-73.79293194,10583
41.03292509,-73.76461866,10601
41.0277,-73.7736,10602
41.05389393,-73.77465948,10603
41.0608327,-73.73785556,10604
41.00981252,-73.74537986,10605
41.02074356,-73.77587138,10606
41.03894829,-73.81373527,10607
41.0237,-73.7289,10610
40.94666087,-73.88034862,10701
40.9345,-73.9016,10702
40.9575768,-73.88078711,10703
40.91899877,-73.86196622,10704
40.91889543,-73.89002801,10705
40.98978646,-73.86740705,10706
40.95995966,-73.82289467,10707
40.93832143,-73.83136626,10708
40.95476457,-73.80934144,10709
40.9675354,-73.84720187,10710
40.91737936,-73.78413407,10801
40.911129,-73.781947,10802
40.89669477,-73.80616159,10803
40.94881435,-73.78652891,10804
40.89829006,-73.78133821,10805
40.88068329,-74.30456549,07004
40.92935135,-74.42087239,07005
40.82209749,-73.98783488,07010
40.88010315,-74.14443709,07011
40.84650972,-74.15851155,07012
40.86941229,-74.17259158,07013
40.83153533,-74.13566706,07014
40.869,-74.1505,07015
40.82266859,-73.97868344,07020
40.8181678,-74.00227287,07022
40.85015002,-73.97339704,07024
40.87850471,-74.10812159,07026
40.87974833,-74.38009369,07034
40.92049669,-74.30311349,07035
40.90985956,-74.36709523,07045
40.89060106,-74.44061551,07046
40.79420878,-74.02491265,07047
40.85573779,-74.40229318,07054
40.8574701,-74.12818491,07055
40.85339149,-74.10665668,07057
40.88834972,-74.35569051,07058
40.827188,-74.11049385,07070
40.82500409,-74.0612431,07072
40.8201172,-74.08716814,07073
40.83822887,-74.05507527,07074
40.85103107,-74.08795435,07075
40.9263911,-74.34524744,07082
41.03315407,-74.13326772,07401
41.02115527,-74.33215627,07403
40.98727792,-74.38631927,07405
40.90479724,-74.1202126,07407
40.93573978,-74.11760954,07410
41.11766438,-74.60005901,07416
41.0085271,-74.20817603,07417
41.2384321,-74.48718255,07418
41.15435598,-74.57041963,07419
41.03150466,-74.3016456,07420
41.16583882,-74.36260924,07421
41.18206013,-74.44723663,07422
41.00000591,-74.09712791,07423
40.88374578,-74.20670393,07424
41.1775,-74.5418,07428
41.08294104,-74.18694748,07430
40.99514018,-74.1410388,07432
41.041669,-74.44307634,07435
41.03120021,-74.24090377,07436
41.02714557,-74.51997911,07438
41.07689689,-74.59761628,07439
40.94675098,-74.29400732,07440
41.00355071,-74.2855502,07442
40.96739494,-74.30791637,07444
41.05942412,-74.14567956,07446
40.98203112,-74.1126416,07450
40.9794,-74.1173,07451
40.9599557,-74.12501674,07452
41.10737203,-74.27660699,07456
40.99212153,-74.31245199,07457
41.04587125,-74.09715483,07458
41.11195289,-74.49759643,07460
41.24234557,-74.60678334,07461
41.19885662,-74.48924366,07462
41.01312742,-74.12611673,07463
41.05241195,-74.29754279,07465
40.94842938,-74.24523996,07470
40.9128,-74.2629,07474
41.08749951,-74.37837499,07480
40.9988193,-74.16754625,07481
41.10395453,-74.16285428,07495
40.92264409,-74.15967738,07501
40.91844513,-74.19440711,07502
40.90877119,-74.14027221,07504
40.91688258,-74.17139254,07505
40.95788142,-74.15822791,07506
40.9491,-74.1535,07507
40.95447091,-74.18445439,07508
40.9148,-74.1675,07509
40.9148,-74.1673,07510
40.9026,-74.2152,07511
40.90387834,-74.22159499,07512
40.90571786,-74.1489384,07513
40.92626399,-74.14454902,07514
40.92464687,-74.17904939,07522
40.93232622,-74.15698456,07524
40.8957,-74.1607,07533
40.9377,-74.1819,07538
40.9061,-74.1527,07543
40.9342,-74.1538,07544
40.88903277,-74.04600385,07601
40.884,-74.0447,07602
40.87518412,-74.02955799,07603
40.8619492,-74.07405057,07604
40.86360921,-73.98969548,07605
40.86487813,-74.04811547,07606
40.90237116,-74.06335931,07607
40.85246839,-74.06128272,07608
40.93877447,-73.93073767,07620
40.92340932,-73.99812508,07621
40.97258657,-73.95898924,07624
40.9404356,-73.95956675,07626
40.9550324,-73.95656212,07627
40.94502759,-73.99239817,07628
40.97331048,-74.02507716,07630
40.89162469,-73.97360498,07631
40.88373155,-73.95069592,07632
40.99019855,-73.98050878,07640
40.96218885,-73.99607347,07641
41.0074079,-74.04411134,07642
40.84374962,-74.03583896,07643
40.87832377,-74.08151801,07644
41.05293068,-74.04963957,07645
40.93378617,-74.01962421,07646
41.00666111,-73.94272719,07647
40.98342992,-73.93257502,07648
40.95502495,-74.03217697,07649
40.84705623,-73.99683912,07650
40.94522319,-74.07149148,07652
40.9484,-74.0684,07653
41.03530367,-74.0422437,07656
40.83071243,-74.01101727,07657
40.85444709,-74.01967909,07660
40.92682059,-74.03888422,07661
40.90730082,-74.07942825,07662
40.90310839,-74.0954537,07663
40.89000428,-74.01055458,07666
40.91891719,-73.95627352,07670
41.00915448,-74.00419661,07675
40.98840015,-74.0635603,07676
41.02557812,-74.06038985,07677
40.8841,-74.0447,07699
40.89281012,-74.55354324,07801
40.8845,-74.5585,07802
40.87760952,-74.6005194,07803
40.9472,-74.5542,07806
40.9211,-74.8091,07820
40.96593443,-74.74871537,07821
41.14094444,-74.70395469,07822
40.97989586,-74.9635012,07825
41.1907839,-74.76518871,07826
41.28989894,-74.74302848,07827
40.8844222,-74.75110826,07828
40.9505834,-75.0647096,07832
40.89327637,-75.06924053,07833
40.88846819,-74.48631137,07834
40.84452775,-74.70363338,07836
40.9719,-74.6354,07837
40.89083065,-74.91136862,07838
40.9749,-74.8198,07839
40.85561606,-74.83524051,07840
40.9519,-74.4995,07842
40.93967729,-74.65965598,07843
40.90769303,-74.96718428,07844
40.8284,-74.6168,07845
40.9659531,-74.87712407,07846
40.88659475,-74.62505724,07847
41.10337063,-74.68417888,07848
40.96548343,-74.61046081,07849
40.90583738,-74.66396543,07850
41.14793253,-74.89772806,07851
40.88208024,-74.66243219,07852
41.0568,-74.7539,07855
40.91872173,-74.63349707,07856
40.89709306,-74.70176873,07857
41.0611505,-74.8164233,07860
40.81293266,-74.96010632,07863
40.94990703,-74.49322516,07866
40.84451551,-74.58129275,07869
41.04695367,-74.62794602,07871
40.8835157,-74.81824487,07874
41.056,-74.8626,07875
40.85342663,-74.65583302,07876
41.0883,-74.8267,07877
40.87213021,-74.47610101,07878
40.9537,-74.8063,07879
40.87300514,-74.88949347,07880
41.1397,-74.9186,07881
40.93831502,-74.57015646,07885
41.15197446,-74.74483825,07890
40.79517,-74.567031,07926
40.82139961,-74.45335693,07927
40.78070973,-74.68563195,07930
40.7816184,-74.59756759,07945
40.84401745,-74.48318389,07950
40.78303328,-74.49791159,07960
40.779,-74.4426,07961
40.801,-74.4668,07962
40.797,-74.4797,07963
40.809,-74.5796,07970
40.82201266,-74.41928131,07981
40.8255,-74.4361,07999
41.14164514,-74.99002398,18324
41.172482,-75.04394154,18371
42.02767407,-73.29588917,06018
42.03152034,-73.11051808,06021
42.00672792,-73.2859997,06024
42.00378149,-72.91347185,06027
41.96018887,-73.31713156,06031
41.94903451,-73.44189751,06039
41.84379505,-73.0057028,06057
41.96825745,-73.19776021,06058
41.9678,-72.9358,06059
42.00665381,-72.84534154,06060
41.876236,-72.966202,06061
41.93116535,-72.97115563,06063
41.96753051,-73.00710307,06065
42.01401584,-73.42006071,06068
41.85503843,-73.44077125,06069
42.0353,-73.4043,06079
41.94604391,-72.86325512,06090
42.01408347,-72.98835377,06091
41.9006,-73.1323,06094
41.95374482,-73.09455814,06098
41.34488715,-73.06851898,06401
41.43908846,-73.05676972,06403
41.3601,-73.2662,06404
41.32624577,-73.08278682,06418
41.4328,-73.355,06440
41.21377076,-73.05074819,06460
41.23955959,-73.07504611,06461
41.3378634,-73.22494623,06468
41.39421457,-73.31915566,06470
41.28252046,-73.02693691,06477
41.4314616,-73.13496629,06478
41.40667444,-73.24385877,06482
41.38168943,-73.08929738,06483
41.30597768,-73.13817077,06484
41.4706,-73.2512,06487
41.47478252,-73.23296166,06488
41.3116,-73.221,06491
41.3062,-72.9238,06501
41.3062,-72.9237,06502
41.3062,-72.9237,06503
41.3062,-72.9237,06504
41.3062,-72.9237,06505
41.3035,-72.9111,06506
41.3062,-72.9237,06507
41.3062,-72.9237,06508
41.3062,-72.9237,06509
41.30688921,-72.92489693,06510
41.31505625,-72.92496459,06511
41.27773324,-72.87578722,06512
41.31993881,-72.86753541,06513
41.37223733,-72.94117378,06514
41.3273055,-72.97082803,06515
41.27229381,-72.96498801,06516
41.34889514,-72.90153136,06517
41.42764038,-72.91371635,06518
41.29524855,-72.93907604,06519
41.3099,-72.9281,06520
41.3062,-72.9237,06521
41.4260793,-72.99301259,06524
41.35708516,-73.01158564,06525
41.2986,-72.9196,06530
41.2986,-72.9196,06531
41.2985,-72.9196,06532
41.2986,-72.9195,06533
41.2985,-72.9196,06534
41.2984,-72.9197,06535
41.2986,-72.9195,06536
41.2708,-72.967,06537
41.2708,-72.967,06538
41.2986,-72.9196,06540
41.18,-73.1889,06601
41.18017,-73.188219,06602
41.16942207,-73.19844113,06604
41.16048708,-73.21769933,06605
41.2119545,-73.20899562,06606
41.17407767,-73.16723597,06607
41.18615491,-73.18067025,06608
41.20496611,-73.17002592,06610
41.2601837,-73.21112257,06611
41.26532049,-73.30099355,06612
41.22996149,-73.12804846,06614
41.16847182,-73.13455436,06615
41.1826,-73.1463,06673
41.1911,-73.1354,06699
41.5569,-73.0466,06701
41.55742695,-73.046149,06702
41.5714,-73.0087,06703
41.5871832,-73.03383755,06704
41.54960815,-72.99244921,06705
41.53244473,-73.02319586,06706
41.54945956,-73.06719066,06708
41.56940384,-73.04593121,06710
41.49920585,-72.97605609,06712
41.60084385,-72.97326481,06716
41.5569,-73.0467,06720
41.5569,-73.0467,06721
41.5569,-73.0466,06722
41.5569,-73.0466,06723
41.5569,-73.0467,06724
41.5569,-73.0466,06725
41.5569,-73.0467,06726
41.72401931,-73.26139757,06750
41.63814359,-73.212531,06751
41.52094317,-73.35991718,06752
41.8454431,-73.33474401,06753
41.77260368,-73.35843525,06754
41.64891053,-73.48257639,06755
41.84632585,-73.23775588,06756
41.74584022,-73.46610317,06757
41.67248148,-73.25829693,06758
41.75465,-73.21054031,06759
41.52715925,-73.12299954,06762
41.68949086,-73.21135202,06763
41.48906819,-73.05191997,06770
41.69482117,-73.3388082,06777
41.71665694,-73.10611144,06778
41.59364877,-73.08415153,06779
41.6722,-72.9927,06781
41.6535179,-73.04792521,06782
41.55401699,-73.3001213,06783
41.69954318,-73.44493514,06785
41.66955758,-73.01529613,06786
41.66966235,-73.08554244,06787
41.83709804,-73.12907952,06790
41.75498741,-73.05789927,06791
41.8492,-73.0765,06792
41.6301833,-73.28806528,06793
41.64910447,-73.32416231,06794
41.61887619,-73.12323284,06795
41.87083401,-73.32582823,06796
41.56122285,-73.20740106,06798
41.17523251,-73.28046171,06824
41.19695523,-73.24223478,06825
41.2195,-73.2532,06828
41.14283233,-73.28793304,06890
42.06161066,-72.62611417,01001
42.37590709,-72.4631996,01002
42.3764,-72.5325,01004
42.27954985,-72.40034424,01007
42.18682722,-72.96605628,01008
42.30906648,-72.97468433,01011
42.17670035,-72.61777086,01013
42.1457,-72.608,01014
42.17627786,-72.56521729,01020
42.1652,-72.548,01021
42.19719712,-72.54207654,01022
42.29502831,-72.74393589,01027
42.05964274,-72.49914577,01028
42.19662146,-73.02258666,01029
42.0688388,-72.67996073,01030
42.26058623,-72.50368224,01033
42.08409557,-72.95466571,01034
42.3547236,-72.57125956,01035
42.06379492,-72.41566595,01036
42.21231242,-72.64112793,01040
42.2093,-72.6117,01041
42.28862396,-72.87073167,01050
42.19191709,-72.4577463,01056
42.4096,-72.5309,01059
42.32155679,-72.63175339,01060
42.3215,-72.6274,01061
42.32211194,-72.69308767,01062
42.16245308,-72.8585358,01071
42.2306247,-72.73805784,01073
42.25723208,-72.57992534,01075
42.05375582,-72.77961657,01077
42.15342484,-72.76964916,01085
42.1143,-72.7481,01086
42.12372989,-72.64903529,01089
42.138,-72.6217,01090
42.12768243,-72.42991024,01095
42.1608,-72.8241,01097
42.1061,-72.5974,01101
42.1061,-72.5974,01102
42.10399873,-72.59087461,01103
42.13331936,-72.56749899,01104
42.10007842,-72.57940257,01105
42.12104334,-72.60758897,01107
42.08171993,-72.55792056,01108
42.11746934,-72.54800923,01109
42.1174,-72.5484,01111
42.103,-72.5915,01115
42.0564,-72.5509,01116
42.09473302,-72.52533562,01118
42.12473068,-72.511046,01119
